gene_id,n_samples,n_unique_exons,n_shifts,shift_type,TP1_predom_exon,TP2_predom_exon,TP3_predom_exon,TP4_predom_exon,TP1_mean_frac,TP2_mean_frac,TP3_mean_frac,TP4_mean_frac
FUN_005063,40,14,38,Robust shift,24416/24441/24415/24446/24438/24443/24447,24415/24432/24417/24436/24416/24438,24441/24442/24446/24443/24436/24427/24433,24443/24436/24442/24447/24437,0.139,0.075,0.088,0.147
FUN_041951,40,14,38,Robust shift,197619/197607/197618/197609/197613/197599,197618/197617/197619/197610/197615/197614/197611,197619/197612/197608/197618/197617/197611/197610,197619/197615/197618/197617/197599/197616,0.142,0.101,0.1,0.15
FUN_006411,40,13,38,Robust shift,30402/30419/30418/30410/30414/30415,30419/30402/30418/30410/30415/30417,30402/30408/30399/30417/30418/30419,30416/30419/30411/30418/30415/30401/30395,0.23,0.096,0.127,0.196
FUN_013557,40,13,38,Robust shift,64850/64862/64852/64863/64855/64851/64860,64852/64863/64850/64853/64851,64851/64864/64853/64856/64859/64852,64853/64850/64851/64869/64862/64861,0.14,0.11,0.114,0.114
FUN_016337,40,13,38,Robust shift,78541/78544/78547,78545/78565/78556/78562/78543/78547/78553/78567,78544/78547/78566/78542/78545/78567,78556/78546/78541/78543/78545/78544,0.087,0.067,0.075,0.092
FUN_004982,40,12,38,Robust shift,23994/23999/23992/24001/23990/24000/23991/23995/23996,23998/23995/23996/24000/23991/23997/23994/23990/23999,23991/23998/24001/23992/23995/23994/23999/23990/23993,23994/23990/23999/23992/23991/23998,0.189,0.14,0.137,0.157
FUN_039868,40,12,38,Robust shift,186775/186785/186784/186783,186787/186784/186783/186777/186776/186775/186779,186776/186777/186775,186790/186771/186775/186772/186785/186786,0.138,0.095,0.095,0.119
FUN_004816,40,11,38,Robust shift,22902/22903/22918/22900,22912/22917/22904/22916/22918/22906,22903/22917/22918/22913/22912,22902/22918/22903/22912/22913/22901,0.227,0.111,0.14,0.147
FUN_036988,40,11,38,Robust shift,171123/171112/171116/171124/171122,171115/171122/171114/171111/171121/171120/171113/171124,171123/171121/171124/171122/171113/171116,171124/171123/171112/171122/171111,0.429,0.242,0.267,0.426
FUN_005697,40,8,38,Robust shift,27110/27108/27107/27112/27109,27118/27110/27109/27119/27113,27108/27107/27113/27109/27110,27110/27108/27109/27107,0.115,0.087,0.098,0.126
FUN_002657,39,22,37,Robust shift,13160/13185/13174/13189/13173/13178/13187,13185/13184/13167/13159/13162/13165/13189/13179/13177/13172,13171/13176/13185/13173/13165/13184/13158,13186/13158/13188/13185/13169/13174/13182,0.312,0.191,0.227,0.4
FUN_026010,40,20,37,Robust shift,118967/118992/118981/118936/119011/119010/119009/118953,118967/118981/119010/118966/119009/119001/118997/119003/118991/118985,119011/119008/118997/118998/118996,118966/118997/119009/118948/118953/118999/118967/118971,0.103,0.05,0.065,0.11
FUN_010672,40,17,37,Robust shift,50509/50515/50508/50511/50519/50527/50521/50525,50525/50515/50526/50511/50510/50522/50519/50518,50509/50520/50515/50522/50508/50517,50509/50522/50508/50514/50524/50523,0.327,0.131,0.186,0.258
FUN_012786,40,16,37,Robust shift,61942/61957/61958/61949/61938/61963/61962,61958/61947/61941/61953/61948/61949/61957/61961/61963,61962/61961/61960/61963/61952/61957/61944/61948,61962/61952/61961/61960/61956/61938/61941/61953,0.15,0.101,0.129,0.155
FUN_026476,40,16,37,Robust shift,122010/122026/122014/122012/122017/122016/122015/122020,122028/122011/122020/122024/122021/122010/122023/122014/122016,122012/122025/122026/122014/122021/122017/122028,122025/122021/122014/122013/122012/122023/122024/122027,0.194,0.109,0.163,0.162
FUN_028007,40,16,37,Robust shift,127803/127805/127799/127796/127809/127808/127806/127810,127806/127809/127801/127798/127800/127796/127795/127794/127799,127810/127803/127809/127805/127811,127801/127804/127803/127810/127796/127808/127811/127793,0.23,0.124,0.17,0.199
FUN_004880,40,15,37,Robust shift,23400/23415/23375/23414/23393/23413/23412/23367,23413/23394/23411/23409/23403/23401/23412/23392/23410,23411/23415/23392/23413,23411/23413/23414/23412/23415/23367,0.142,0.061,0.079,0.137
FUN_006777,40,15,37,Robust shift,32315/32314/32326/32346/32319/32330/32325,32319/32337/32312/32326/32314/32325,32319/32327/32318/32321/32315/32320,32319/32321/32320/32312/32318/32346/32342/32343,0.156,0.074,0.09,0.138
FUN_025259,40,15,37,Robust shift,114144/114156/114157/114148/114155,114153/114149/114155/114156/114146/114151,114154/114150/114156/114155/114149/114157,114157/114142/114143/114154/114152/114145/114151/114156/114150,0.218,0.174,0.214,0.247
FUN_026016,40,15,37,Robust shift,119178/119160/119159/119172/119166,119167/119177/119172/119163/119178/119183/119207/119201,119168/119159/119177/119172/119171/119178,119172/119184/119173/119159/119160,0.091,0.047,0.054,0.104
FUN_029060,39,15,37,Robust shift,133328/133330/133333/133319/133331/133332/133321,133323/133325/133331/133329/133319/133327/133332,133333/133332/133325/133331/133323/133315,133330/133329/133328/133333/133326/133316/133312,0.242,0.148,0.209,0.329
FUN_008984,40,14,37,Robust shift,44561/44560/44568/44570/44562/44566/44559,44574/44571/44565/44560/44570/44573/44568,44571/44573/44570/44564/44560/44568/44574/44569,44574/44560/44559/44566/44569/44568/44562/44567,0.111,0.088,0.097,0.102
FUN_024398,40,14,37,Robust shift,110292/110293/110291/110284/110282,110282/110286/110291/110284/110292/110287/110285,110283/110282/110284/110285/110299/110293,110285/110288/110296/110292/110286/110294/110290,0.14,0.11,0.116,0.12
FUN_026556,40,14,37,Robust shift,122526/122543/122542/122533/122524/122544,122543/122537/122524/122527/122538/122522/122542,122543/122542/122536/122540/122522/122539/122531,122542/122524/122540/122544/122538/122537/122543,0.116,0.079,0.087,0.089
FUN_032652,39,14,37,Robust shift,149487/149483/149479/149485/149489/149480/149476,149476/149491/149484/149483/149477/149490/149489,149480/149483/149477/149485/149482/149490/149484/149481,149491/149489/149484/149483/149485/149480/149486,0.315,0.169,0.223,0.346
FUN_037499,40,14,37,Robust shift,174025/174024/174002/174021/174016/174026/174023,174013/174025/174023/174002/174021/174020,174024/174025/174023/174020/174005/174002,174018/174026/174019/174025/174022/174017,0.188,0.099,0.142,0.205
FUN_001112,40,13,37,Robust shift,5343/5347/5332/5333/5345/5346/5334,5342/5337/5343/5340/5333/5338/5346,5346/5334/5347/5337/5332/5342/5333,5333/5347/5331/5344/5345/5346/5340/5334,0.318,0.401,0.421,0.478
FUN_005101,40,13,37,Robust shift,24535/24545/24546/24541/24540,24540/24543/24531/24545/24535/24544/24529,24540/24545/24530/24541/24531/24547/24539,24546/24545/24547/24538/24540,0.375,0.23,0.263,0.431
FUN_009369,40,13,37,Robust shift,46327/46331/46334/46330/46326/46323/46324/46325/46328,46335/46330/46327/46329/46333/46323,46325/46324/46330/46323/46327/46328/46326/46334,46327/46326/46324/46323/46336/46325/46330,0.212,0.119,0.167,0.201
FUN_011050,40,13,37,Robust shift,52827/52829/52828/52831/52810/52826/52832,52829/52832/52810/52827/52819/52811/52828/52825/52813,52827/52819/52831/52813/52825/52816,52830/52827/52811/52825/52828/52829,0.137,0.087,0.131,0.138
FUN_022634,40,13,37,Robust shift,99662/99665/99699/99703/99663,99664/99668/99673/99663/99662/99703/99666,99668/99663/99671/99661/99662/99670,99664/99668/99662/99703/99665/99677,0.105,0.079,0.095,0.133
FUN_029299,40,13,37,Robust shift,135052/135041/135042/135049/135040/135045,135045/135043/135047/135050/135040,135041/135055/135040/135042/135044/135046/135047,135045/135040/135055/135041/135044/135051,0.133,0.094,0.129,0.117
FUN_033998,40,13,37,Robust shift,155263/155276/155287/155281/155268/155269/155270,155281/155274/155276/155267/155265/155280/155270,155264/155270/155263/155267/155276/155268,155280/155266/155263/155281/155264/155274/155269,0.166,0.1,0.128,0.143
FUN_002700,40,12,37,Robust shift,13546/13541/13545/13553/13540/13543,13543/13546/13547/13544/13550/13541/13540,13542/13547/13544/13549/13546/13543/13548/13541,13546/13541/13543/13549/13542/13540,0.209,0.142,0.15,0.238
FUN_003881,40,12,37,Robust shift,16442/16438/16434/16432/16446/16437/16441,16438/16445/16434/16443/16446,16446/16438/16444/16443/16432,16432/16443/16438/16437/16435/16440/16444/16434,0.182,0.125,0.133,0.155
FUN_016475,40,12,37,Robust shift,79880/79879/79881/79898/79899/79882,79901/79890/79884/79882/79879/79883/79880,79881/79879/79883/79880/79882/79888,79879/79880/79881/79893,0.188,0.095,0.131,0.201
FUN_016599,40,12,37,Robust shift,80448/80445/80446/80460/80453/80447,80449/80447/80448/80451/80450,80447/80445/80458/80446/80465/80451,80445/80447/80446/80452/80448/80453,0.111,0.089,0.084,0.13
FUN_024016,40,12,37,Robust shift,108136/108139/108146/108135/108137,108135/108137/108146/108139/108141/108142/108143/108138,108144/108134/108138/108137/108146/108142,108135/108139/108134/108146/108140,0.211,0.144,0.147,0.199
FUN_034323,40,12,37,Robust shift,157464/157465/157460/157446/157467/157466,157460/157458/157456/157467/157465/157459/157466,157466/157455/157463/157467/157456/157465,157467/157453/157463/157460/157465,0.179,0.096,0.124,0.149
FUN_041428,40,12,37,Robust shift,193393/193386/193392/193388/193397,193392/193387/193386/193390/193395/193394/193402/193393,193389/193388/193395/193390/193391/193393/193386,193390/193386/193391/193392/193389/193394/193388/193393,0.23,0.185,0.17,0.193
FUN_041941,40,12,37,Robust shift,197486/197483/197478/197482/197480,197486/197498/197485/197497/197484/197499,197480/197483/197498/197484/197495/197499,197485/197484/197495/197483/197479,0.122,0.084,0.087,0.115
FUN_043422,40,12,37,Robust shift,205695/205687/205696/205697/205698/205694/205688,205695/205690/205687/205694/205696/205699,205687/205696/205688/205691/205695,205695/205688/205689/205693/205694/205699/205687,0.125,0.101,0.137,0.124
FUN_001426,40,11,37,Robust shift,7690/7689/7694/7691/7700/7688/7686,7700/7701/7691/7690/7702,7690/7692/7689/7700/7702/7691,7700/7691/7699/7689/7688/7702,0.177,0.112,0.134,0.172
FUN_008246,40,11,37,Robust shift,39581/39583/39585/39579/39580/39578,39580/39590/39579/39578/39581/39585,39581/39578/39580/39585/39579/39590/39583,39590/39578/39587/39586/39588/39584/39579,0.186,0.139,0.172,0.183
FUN_026582,40,11,37,Robust shift,122685/122702/122701/122703/122683,122686/122687/122685/122683/122689,122687/122702/122694/122683/122685/122686/122703,122685/122703/122705/122683/122704/122702,0.106,0.073,0.088,0.104
FUN_033857,40,11,37,Robust shift,154360/154365/154353/154359/154362/154357/154356/154354,154365/154361/154354/154359/154353,154353/154360/154355/154357/154362/154365/154354,154368/154354/154361/154365/154353/154356/154360,0.115,0.099,0.117,0.132
FUN_041210,40,11,37,Robust shift,192700/192706/192709/192699/192701,192718/192707/192702/192706/192703/192716,192700/192699/192722/192703,192703/192700/192706/192699/192701/192702,0.094,0.073,0.087,0.099
FUN_024596,40,10,37,Robust shift,111588/111578/111576/111575,111585/111584/111589/111576/111583/111575/111578,111583/111575/111579/111576/111578,111579/111578/111583/111576/111580,0.165,0.122,0.143,0.141
FUN_028315,40,10,37,Robust shift,129824/129837/129835/129833/129831/129836/129834,129837/129832/129830/129835/129834/129833,129837/129835/129836/129833/129827,129835/129837/129836/129830,0.176,0.15,0.151,0.198
FUN_034944,39,10,37,Robust shift,160462/160450/160452/160451,160455/160457/160462/160461/160450/160456,160450/160459/160452/160462,160451/160457/160450/160462/160458,0.562,0.318,0.41,0.558
FUN_038411,40,10,37,Robust shift,180984/180985/180983/180986,180982/180979/180976/180978/180981/180985,180982/180985/180975/180984/180979/180978,180979/180982/180985/180984/180986,0.149,0.113,0.122,0.14
FUN_040687,40,10,37,Robust shift,191123/191131/191132/191130/191133,191130/191124/191129/191123/191126,191129/191132/191122/191131/191124/191126,191128/191131/191130/191132/191129/191133,0.175,0.111,0.119,0.165
FUN_005269,40,9,37,Robust shift,25657/25653/25655/25658/25650/25656,25658/25653/25651/25652/25654/25656,25652/25650/25658/25651/25653,25651/25653/25652/25656,0.254,0.181,0.189,0.276
FUN_010586,40,9,37,Robust shift,49863/49868/49869/49861/49864,49868/49863/49861/49869/49867,49867/49861/49869/49865/49868,49861/49868/49865/49860/49864/49862,0.366,0.186,0.22,0.355
FUN_015187,40,9,37,Robust shift,73274/73272/73270/73273/73271/73266,73271/73275/73264/73266/73272/73270/73274/73273,73273/73275/73274/73270/73269/73272,73270/73273/73275/73274/73272/73271/73264,0.232,0.188,0.207,0.25
FUN_018596,40,9,37,Robust shift,88153/88149/88154/88158/88150/88151/88155,88154/88152/88150/88158/88155/88153,88149/88151/88155/88150/88153/88154/88157,88151/88149/88155/88152/88150,0.29,0.179,0.203,0.256
FUN_025825,40,9,37,Robust shift,117726/117728/117727/117734/117729,117737/117727/117729/117731/117730,117726/117727/117728/117729,117728/117737/117727/117736/117731/117730,0.155,0.143,0.15,0.188
FUN_035477,40,9,37,Robust shift,163580/163576/163579/163578/163585/163584/163575,163576/163583/163575/163579/163580,163584/163575/163579/163585/163583/163576,163583/163581/163579/163585/163580/163575,0.213,0.149,0.215,0.207
FUN_015022,40,8,37,Robust shift,72051/72072/72083/72054,72056/72072/72051/72054,72052/72051/72055/72053/72054/72072,72053/72052/72054/72056/72055/72083/72051,0.228,0.181,0.232,0.232
FUN_037783,40,8,37,Robust shift,175515/175521/175522/175519,175521/175522/175520/175517/175515/175518/175519,175517/175521/175522/175515,175515/175522/175520/175516/175521,0.433,0.383,0.328,0.293
FUN_022888,40,7,37,Robust shift,101403/101404/101405,101406/101408/101409/101407/101405/101403/101404,101403/101405/101409/101404/101406,101405/101404/101403/101406,0.252,0.175,0.198,0.238
FUN_034130,40,7,37,Robust shift,156185/156190/156188/156191/156184/156189/156186,156186/156191/156185/156184/156189,156185/156186/156184/156189/156191,156188/156185/156190/156184/156186/156191,0.216,0.23,0.218,0.235
FUN_032487,40,5,37,Robust shift,148549/148551/148553/148550/148552,148550/148553/148551/148552/148549,148552/148551/148549/148553,148549/148551/148552/148550/148553,0.22,0.176,0.191,0.227
FUN_022495,40,25,36,Robust shift,98523/98505/98526/98518/98490/98480/98524/98522/98503/98502,98480/98518/98485/98481/98497/98482/98514/98513,98503/98507/98514/98526/98482/98508/98529/98480/98513,98527/98507/98519/98526/98486/98498/98499/98490/98489,0.425,0.187,0.365,0.322
FUN_017929,40,24,36,Robust shift,84776/84779/84761/84771/84736/84777/84781/84783/84775,84786/84775/84744/84739/84774/84781/84780/84765,84786/84779/84783/84784/84785/84762,84776/84764/84773/84762/84738/84786/84757/84758/84753,0.106,0.078,0.133,0.141
FUN_034229,40,21,36,Robust shift,156774/156782/156779/156784/156770/156766/156772,156784/156765/156780/156764/156779/156772/156774/156769,156768/156777/156765/156773/156763/156774/156766/156779,156765/156775/156767/156771/156783/156781/156772/156770/156769/156762,0.195,0.086,0.098,0.139
FUN_005813,40,19,36,Robust shift,27536/27548/27556/27529/27570/27571/27566,27535/27544/27528/27536/27529/27548/27527/27538/27537,27549/27530/27538/27548/27537/27528,27538/27528/27539/27548/27572/27545/27556/27532/27530,0.204,0.075,0.141,0.137
FUN_042903,40,19,36,Robust shift,201758/201733/201777/201764/201771/201744/201762/201732,201762/201752/201776/201777/201783/201769/201784,201761/201770/201764/201774/201732/201775/201777,201777/201779/201764/201785/201732,0.171,0.109,0.143,0.13
FUN_043289,39,19,36,Robust shift,204484/204492/204464/204467/204472/204471/204488,204485/204480/204486/204477/204491/204482/204487,204491/204484/204492/204489/204464/204486/204493/204485/204477,204482/204475/204493/204464/204473/204492/204490/204486/204485,0.252,0.089,0.185,0.173
FUN_023153,40,18,36,Robust shift,103297/103289/103295/103287/103275/103285/103279/103282,103279/103275/103289/103285/103284/103294/103295,103284/103292/103279/103277/103283/103285/103275/103298/103297,103279/103275/103281/103287/103284/103293/103276/103277/103296,0.128,0.111,0.115,0.133
FUN_023343,40,18,36,Robust shift,104698/104678/104680/104694/104689/104696,104684/104698/104682/104683/104686/104678/104688/104681,104693/104687/104698/104680/104677/104678/104690,104678/104700/104689/104681/104683/104693/104677/104691,0.279,0.167,0.299,0.262
FUN_036335,40,17,36,Robust shift,168703/168724/168720/168717/168725/168704/168719,168724/168722/168716/168703/168714/168721/168719/168718/168717,168720/168713/168714/168723/168715/168712/168717,168718/168707/168724/168719/168720/168716/168703/168722/168704/168714,0.187,0.118,0.173,0.165
FUN_008551,39,16,36,Robust shift,41879/41862/41876/41865/41864/41869/41861,41869/41874/41873/41872/41875/41862/41863/41861,41872/41863/41869/41864/41861/41862/41881/41875/41865,41862/41866/41881/41870/41861/41869/41871,0.14,0.09,0.111,0.16
FUN_008729,40,16,36,Robust shift,42972/42964/42980/42965/42968/42971/42967,42969/42977/42967/42974/42980/42986/42964/42972,42966/42980/42971/42968/42969/42986/42967,42976/42964/42986/42968/42990/42963/42979,0.156,0.088,0.109,0.162
FUN_016454,40,16,36,Robust shift,79657/79665/79670/79663/79672/79658/79660/79659,79658/79656/79666/79657/79661/79664/79665,79657/79658/79664/79665/79668/79671,79662/79661/79658/79664/79657/79656/79660/79669,0.118,0.097,0.101,0.124
FUN_032641,40,16,36,Robust shift,149443/149447/149395/149394/149424/149448,149434/149439/149435/149448/149428/149445/149446/149444,149446/149441/149439/149394/149448/149428,149442/149448/149446/149394/149441/149440/149435,0.194,0.103,0.136,0.199
FUN_040424,40,16,36,Robust shift,190062/190069/190077/190052/190061/190060/190059/190079,190058/190059/190060/190053/190061,190060/190058/190053/190052/190057/190059,190058/190056/190054/190080/190055/190057/190059/190070,0.138,0.09,0.104,0.127
FUN_042109,40,16,36,Robust shift,198582/198570/198583/198572/198569/198580/198575/198578,198569/198582/198571/198570/198575,198579/198569/198578/198570/198572/198588/198583/198571,198595/198571/198569/198591/198570/198583/198593/198584/198594,0.31,0.121,0.166,0.236
FUN_003979,40,15,36,Robust shift,16921/16935/16936/16928/16925/16920,16935/16929/16934/16920/16937/16926/16922,16937/16936/16926/16939/16921/16938/16935/16931,16939/16935/16936/16921/16926/16938/16933,0.279,0.202,0.222,0.217
FUN_014924,40,15,36,Robust shift,71222/71213/71223/71210/71206/71216,71207/71216/71223/71210/71206/71213/71215/71211,71207/71206/71223/71205/71220/71213,71211/71221/71205/71223/71212/71206/71214/71218,0.203,0.101,0.145,0.166
FUN_015091,40,15,36,Robust shift,72501/72511/72509/72490/72512/72505/72495/72510,72511/72510/72512/72508/72507/72499/72503,72511/72506/72508/72510/72512/72509,72512/72502/72481/72508/72499/72511/72507,0.166,0.085,0.101,0.165
FUN_015112,40,15,36,Robust shift,72831/72814/72812/72811/72830,72825/72832/72795/72828/72829/72826,72830/72811/72824/72831/72814/72825/72832,72828/72832/72827/72812/72822/72809,0.104,0.085,0.086,0.1
FUN_016123,40,14,36,Robust shift,77192/77204/77194/77191/77196,77194/77212/77198/77191/77192/77197/77207/77199,77198/77192/77207/77193/77195/77197/77196/77199/77204,77198/77199/77201/77204/77195/77200,0.197,0.123,0.138,0.205
FUN_016638,40,14,36,Robust shift,80700/80688/80687/80692/80699/80701/80684,80681/80695/80692/80683/80688/80698/80700,80701/80697/80692/80700/80688,80695/80691/80700/80687/80681/80694/80683/80701,0.2,0.165,0.221,0.302
FUN_022860,40,14,36,Robust shift,101140/101143/101146/101188/101141/101145/101214,101164/101149/101161/101140/101143/101142/101144,101146/101141/101162/101143/101140/101150/101145,101141/101140/101145/101143/101214,0.063,0.043,0.064,0.064
FUN_024483,40,14,36,Robust shift,110902/110914/110909/110908/110903/110906/110911/110904/110915,110909/110902/110905/110908/110906,110903/110919/110902/110913/110908/110907/110906,110908/110916/110905/110909/110902/110907/110914/110919/110913,0.134,0.101,0.123,0.109
FUN_025144,40,14,36,Robust shift,113776/113775/113774,113787/113769/113789/113778/113782/113776/113785,113787/113774/113785/113769/113783/113771/113789/113782/113786,113785/113788/113774/113780/113775,0.153,0.104,0.117,0.149
FUN_035767,39,14,36,Robust shift,165365/165383/165376/165377/165381/165362,165376/165379/165374/165362/165378/165383/165381,165368/165376/165365/165362/165379/165369,165374/165381/165373/165365/165383/165382/165369/165379/165371,0.244,0.112,0.105,0.21
FUN_043320,40,14,36,Robust shift,204733/204727/204729/204728/204730,204744/204728/204730/204733/204748/204729/204735/204749,204728/204732/204752/204727/204730/204755/204731/204748,204733/204730/204728/204736/204727/204729,0.273,0.146,0.21,0.272
FUN_006820,40,13,36,Robust shift,32561/32552/32551/32556/32563/32554,32550/32563/32559/32561/32554/32575/32552,32559/32553/32552/32562/32554/32555/32560,32551/32556/32555/32559/32554/32552/32560,0.125,0.086,0.12,0.151
FUN_022103,40,13,36,Robust shift,96048/96040/96039/96052/96044/96043,96046/96047/96042/96043/96048/96040,96040/96047/96042/96039/96048/96049,96044/96054/96040/96048/96050/96039/96051/96042,0.139,0.105,0.127,0.136
FUN_023507,40,13,36,Robust shift,105704/105703/105705/105708/105711,105704/105710/105711/105712/105707,105710/105698/105704/105706/105711/105709,105698/105712/105703/105704/105710/105713/105694/105711,0.14,0.092,0.108,0.126
FUN_024442,40,13,36,Robust shift,110588/110586/110592/110589/110590/110594/110581,110586/110594/110585/110591/110583/110589/110588/110593/110590,110589/110591/110594/110590/110584/110585,110590/110589/110593/110587/110591/110586,0.168,0.108,0.137,0.134
FUN_025556,40,13,36,Robust shift,115995/116050/116049/116047,115996/116015/116035/116046/116032/116043/116049/116050,116048/116050/116049/116047/116044/116029,116044/116047/116050,0.133,0.051,0.078,0.119
FUN_027212,38,13,36,Robust shift,124726/124737/124720/124719,124723/124724/124726/124719/124737/124721,124729/124719/124737/124728/124731/124725/124721,124719/124721/124728/124737/124727/124734,0.627,0.235,0.322,0.405
FUN_032478,40,13,36,Robust shift,148494/148495/148493/148506,148503/148493/148498/148497/148505,148498/148504/148495/148493/148496/148506/148500,148493/148498/148501/148494/148511,0.155,0.132,0.155,0.188
FUN_036213,40,13,36,Robust shift,168224/168227/168228/168220/168222/168277/168226/168229,168222/168225/168267/168229,168228/168277/168222/168226/168227/168224,168277/168266/168224/168229/168267/168275/168219/168225,0.045,0.044,0.048,0.049
FUN_036808,40,13,36,Robust shift,169846/169880/169865/169856,169851/169854/169864/169849/169865/169847/169869/169846,169853/169880/169848/169847/169851/169855/169846/169865,169847/169854/169880/169846,0.251,0.105,0.148,0.266
FUN_036927,40,13,36,Robust shift,170775/170787/170781/170790/170779/170789/170788/170774,170777/170791/170781/170783/170790/170787/170780,170780/170789/170779/170790/170787/170783/170774,170789/170779/170777/170786/170774/170775/170787,0.199,0.204,0.176,0.18
FUN_043099,40,13,36,Robust shift,202911/202907/202921/202898/202899,202907/202898/202916/202901/202911/202902/202903/202900,202899/202907/202898/202901/202908/202903,202899/202915/202900/202922/202903/202901/202908,0.172,0.087,0.133,0.167
FUN_043419,40,13,36,Robust shift,205572/205570/205569/205576/205580/205568,205572/205569/205593/205592/205582/205571/205570/205568,205569/205577/205572/205568/205570/205575,205569/205568/205570/205575/205589/205576,0.093,0.068,0.087,0.083
FUN_004501,40,12,36,Robust shift,20786/20783/20781/20792/20791/20780/20789,20785/20787/20789/20781/20788/20783/20784/20791,20789/20787/20785/20781/20784/20782/20783,20786/20784/20785/20783/20782/20789/20791/20788,0.494,0.215,0.319,0.471
FUN_008110,40,12,36,Robust shift,38884/38901/38883/38885/38893,38891/38883/38892/38884/38886/38885/38887,38899/38887/38885/38883/38886/38884/38890,38886/38883/38894/38885/38884,0.327,0.166,0.191,0.228
