species,gene_id,n_timepoints,min_consensus,mean_consensus,all_high_consensus,n_distinct_consensus,consensus_by_tp,tp1_exon,tp2_exon,tp3_exon,tp4_exon,shift_category
Porites evermanni,gene-Peve_00021839,4,1,1,TRUE,2,TP1:114124; TP2:114123; TP3:114123; TP4:114123,114124,114123,114123,114123,Timepoint-Coordinated
Porites evermanni,gene-Peve_00021954,4,1,1,TRUE,2,TP1:114847; TP2:114847; TP3:114847; TP4:114846,114847,114847,114847,114846,Timepoint-Coordinated
Porites evermanni,gene-Peve_00021959,3,1,1,TRUE,2,TP1:114855; TP2:114855; TP4:114853,114855,114855,NA,114853,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022088,3,1,1,TRUE,2,TP1:115493; TP2:115492; TP4:115493,115493,115492,NA,115493,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022100,3,1,1,TRUE,3,TP1:115540; TP2:115542; TP4:115541,115540,115542,NA,115541,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022116,2,1,1,TRUE,2,TP1:115591; TP4:115590,115591,NA,NA,115590,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022273,2,1,1,TRUE,2,TP1:116343; TP4:116344,116343,NA,NA,116344,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022310,4,0.75,0.9375,TRUE,2,TP1:116476; TP2:116475; TP3:116476; TP4:116476,116476,116475,116476,116476,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022322,3,1,1,TRUE,2,TP1:116542; TP2:116542; TP4:116540,116542,116542,NA,116540,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022359,3,1,1,TRUE,3,TP1:116804; TP2:116803; TP4:116800,116804,116803,NA,116800,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022409,4,0.75,0.9375,TRUE,2,TP1:117090; TP2:117091; TP3:117091; TP4:117091,117090,117091,117091,117091,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022413,4,1,1,TRUE,2,TP1:117024; TP2:117023; TP3:117024; TP4:117024,117024,117023,117024,117024,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022429,2,1,1,TRUE,2,TP1:117141; TP2:117140,117141,117140,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022455,4,1,1,TRUE,2,TP1:117343; TP2:117343; TP3:117342; TP4:117342,117343,117343,117342,117342,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022511,3,1,1,TRUE,2,TP1:117439; TP3:117441; TP4:117441,117439,NA,117441,117441,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022553,2,1,1,TRUE,2,TP2:117062; TP3:117061,NA,117062,117061,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022554,2,1,1,TRUE,2,TP1:117063; TP2:117064,117063,117064,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022562,4,1,1,TRUE,2,TP1:117735; TP2:117735; TP3:117734; TP4:117734,117735,117735,117734,117734,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022597,4,0.75,0.825,TRUE,2,TP1:117569; TP2:117569; TP3:117569; TP4:117570,117569,117569,117569,117570,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022628,4,1,1,TRUE,2,TP1:117982; TP2:117982; TP3:117982; TP4:117981,117982,117982,117982,117981,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022707,2,1,1,TRUE,2,TP2:118255; TP3:118253,NA,118255,118253,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022739,3,1,1,TRUE,2,TP1:118386; TP2:118385; TP3:118385,118386,118385,118385,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022845,4,1,1,TRUE,2,TP1:118884; TP2:118884; TP3:118885; TP4:118884,118884,118884,118885,118884,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022847,3,1,1,TRUE,2,TP2:118892; TP3:118893; TP4:118892,NA,118892,118893,118892,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022851,3,1,1,TRUE,3,TP1:118957; TP2:118959; TP4:118958,118957,118959,NA,118958,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022890,2,0.75,0.875,TRUE,2,TP1:119231; TP4:119234,119231,NA,NA,119234,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022916,2,1,1,TRUE,2,TP1:119429; TP4:119431,119429,NA,NA,119431,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022958,3,1,1,TRUE,2,TP1:119633; TP2:119631; TP3:119631,119633,119631,119631,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022979,2,1,1,TRUE,2,TP1:119717; TP4:119715,119717,NA,NA,119715,Timepoint-Coordinated
Porites evermanni,gene-Peve_00022983,4,1,1,TRUE,3,TP1:119748; TP2:119749; TP3:119748; TP4:119747,119748,119749,119748,119747,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023013,2,1,1,TRUE,2,TP2:119878; TP4:119879,NA,119878,NA,119879,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023021,2,1,1,TRUE,2,TP1:119883; TP4:119884,119883,NA,NA,119884,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023040,2,1,1,TRUE,2,TP3:119991; TP4:119992,NA,NA,119991,119992,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023041,2,1,1,TRUE,2,TP3:119993; TP4:119994,NA,NA,119993,119994,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023072,2,1,1,TRUE,2,TP1:120012; TP4:120011,120012,NA,NA,120011,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023096,4,0.7142857142857143,0.7654761904761905,TRUE,2,TP1:120090; TP2:120090; TP3:120089; TP4:120089,120090,120090,120089,120089,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023202,4,1,1,TRUE,2,TP1:120616; TP2:120617; TP3:120617; TP4:120616,120616,120617,120617,120616,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023257,2,1,1,TRUE,2,TP1:120865; TP4:120863,120865,NA,NA,120863,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023273,4,1,1,TRUE,2,TP1:120988; TP2:120989; TP3:120989; TP4:120989,120988,120989,120989,120989,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023305,2,1,1,TRUE,2,TP2:121152; TP3:121151,NA,121152,121151,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023339,3,1,1,TRUE,2,TP1:121276; TP2:121275; TP3:121276,121276,121275,121276,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023342,2,1,1,TRUE,2,TP2:121529; TP4:121528,NA,121529,NA,121528,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023346,4,0.8333333333333334,0.9583333333333334,TRUE,2,TP1:121561; TP2:121561; TP3:121561; TP4:121560,121561,121561,121561,121560,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023419,4,1,1,TRUE,2,TP1:121867; TP2:121867; TP3:121868; TP4:121867,121867,121867,121868,121867,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023429,3,1,1,TRUE,2,TP1:121886; TP2:121886; TP4:121885,121886,121886,NA,121885,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023458,3,1,1,TRUE,2,TP2:122034; TP3:122034; TP4:122033,NA,122034,122034,122033,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023508,3,1,1,TRUE,2,TP1:122339; TP2:122338; TP3:122339,122339,122338,122339,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023560,2,1,1,TRUE,2,TP1:122540; TP3:122541,122540,NA,122541,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023603,2,1,1,TRUE,2,TP2:122863; TP3:122862,NA,122863,122862,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023625,2,1,1,TRUE,2,TP1:122966; TP4:122965,122966,NA,NA,122965,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023718,4,1,1,TRUE,2,TP1:123334; TP2:123334; TP3:123333; TP4:123334,123334,123334,123333,123334,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023756,4,0.75,0.9375,TRUE,2,TP1:123483; TP2:123483; TP3:123482; TP4:123483,123483,123483,123482,123483,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023772,4,0.7142857142857143,0.8035714285714286,TRUE,2,TP1:123577; TP2:123578; TP3:123577; TP4:123578,123577,123578,123577,123578,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023834,4,1,1,TRUE,2,TP1:123926; TP2:123927; TP3:123927; TP4:123926,123926,123927,123927,123926,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023887,2,1,1,TRUE,2,TP1:124246; TP4:124247,124246,NA,NA,124247,Timepoint-Coordinated
Porites evermanni,gene-Peve_00023903,2,1,1,TRUE,2,TP1:124306; TP3:124307,124306,NA,124307,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024045,4,1,1,TRUE,2,TP1:125309; TP2:125308; TP3:125309; TP4:125308,125309,125308,125309,125308,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024079,4,0.75,0.9375,TRUE,2,TP1:125541; TP2:125540; TP3:125540; TP4:125541,125541,125540,125540,125541,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024125,2,1,1,TRUE,2,TP1:125675; TP2:125676,125675,125676,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024150,2,1,1,TRUE,2,TP2:125896; TP4:125897,NA,125896,NA,125897,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024168,2,1,1,TRUE,2,TP1:125947; TP4:125946,125947,NA,NA,125946,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024175,2,1,1,TRUE,2,TP3:126025; TP4:126026,NA,NA,126025,126026,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024191,2,1,1,TRUE,2,TP1:126069; TP3:126068,126069,NA,126068,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024192,2,1,1,TRUE,2,TP1:126071; TP3:126072,126071,NA,126072,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024239,4,1,1,TRUE,2,TP1:126343; TP2:126343; TP3:126343; TP4:126342,126343,126343,126343,126342,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024282,4,0.75,0.9375,TRUE,3,TP1:126543; TP2:126541; TP3:126542; TP4:126541,126543,126541,126542,126541,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024338,2,1,1,TRUE,2,TP1:127050; TP3:127049,127050,NA,127049,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024402,2,1,1,TRUE,2,TP2:127445; TP3:127444,NA,127445,127444,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024582,3,1,1,TRUE,2,TP1:128446; TP2:128445; TP3:128446,128446,128445,128446,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024719,4,0.7142857142857143,0.7757936507936508,TRUE,2,TP1:129212; TP2:129212; TP3:129211; TP4:129212,129212,129212,129211,129212,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024721,4,0.7,0.7388888888888889,TRUE,2,TP1:129220; TP2:129220; TP3:129219; TP4:129219,129220,129220,129219,129219,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024767,2,1,1,TRUE,2,TP1:129461; TP4:129460,129461,NA,NA,129460,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024768,2,1,1,TRUE,2,TP1:129479; TP4:129477,129479,NA,NA,129477,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024783,3,1,1,TRUE,3,TP1:129605; TP2:129606; TP3:129604,129605,129606,129604,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024854,3,1,1,TRUE,2,TP1:129910; TP2:129911; TP4:129911,129910,129911,NA,129911,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024874,3,1,1,TRUE,2,TP2:130016; TP3:130014; TP4:130016,NA,130016,130014,130016,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024919,4,0.75,0.8875,TRUE,2,TP1:130277; TP2:130275; TP3:130277; TP4:130277,130277,130275,130277,130277,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024956,3,1,1,TRUE,2,TP1:130447; TP2:130446; TP3:130446,130447,130446,130446,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00024992,2,1,1,TRUE,2,TP1:130583; TP4:130582,130583,NA,NA,130582,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025002,2,1,1,TRUE,2,TP1:130620; TP3:130621,130620,NA,130621,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025012,3,1,1,TRUE,2,TP1:130689; TP3:130690; TP4:130689,130689,NA,130690,130689,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025031,2,1,1,TRUE,2,TP1:130729; TP4:130728,130729,NA,NA,130728,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025041,3,1,1,TRUE,2,TP2:130731; TP3:130730; TP4:130730,NA,130731,130730,130730,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025057,2,1,1,TRUE,2,TP1:130842; TP3:130841,130842,NA,130841,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025060,2,1,1,TRUE,2,TP1:130849; TP2:130850,130849,130850,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025142,4,1,1,TRUE,2,TP1:131345; TP2:131346; TP3:131345; TP4:131345,131345,131346,131345,131345,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025194,2,1,1,TRUE,2,TP2:131621; TP4:131622,NA,131621,NA,131622,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025195,3,1,1,TRUE,3,TP1:131625; TP2:131623; TP4:131624,131625,131623,NA,131624,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025235,3,1,1,TRUE,3,TP2:131763; TP3:131764; TP4:131765,NA,131763,131764,131765,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025311,4,1,1,TRUE,2,TP1:132058; TP2:132058; TP3:132057; TP4:132057,132058,132058,132057,132057,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025312,4,1,1,TRUE,2,TP1:132045; TP2:132045; TP3:132046; TP4:132045,132045,132045,132046,132045,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025325,4,1,1,TRUE,2,TP1:132117; TP2:132118; TP3:132117; TP4:132118,132117,132118,132117,132118,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025432,2,1,1,TRUE,2,TP3:132777; TP4:132778,NA,NA,132777,132778,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025551,2,1,1,TRUE,2,TP3:133326; TP4:133327,NA,NA,133326,133327,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025553,2,1,1,TRUE,2,TP1:133336; TP3:133333,133336,NA,133333,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025554,2,1,1,TRUE,2,TP3:133339; TP4:133340,NA,NA,133339,133340,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025555,2,1,1,TRUE,2,TP1:133338; TP3:133337,133338,NA,133337,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025567,3,1,1,TRUE,2,TP1:133387; TP3:133387; TP4:133386,133387,NA,133387,133386,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025589,2,1,1,TRUE,2,TP2:133520; TP4:133522,NA,133520,NA,133522,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025593,2,0.75,0.875,TRUE,2,TP2:133531; TP4:133530,NA,133531,NA,133530,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025626,2,1,1,TRUE,2,TP1:133835; TP4:133834,133835,NA,NA,133834,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025629,3,1,1,TRUE,2,TP1:133840; TP2:133840; TP3:133842,133840,133840,133842,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025708,2,1,1,TRUE,2,TP2:134130; TP3:134131,NA,134130,134131,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025717,2,1,1,TRUE,2,TP1:134195; TP4:134196,134195,NA,NA,134196,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025718,2,1,1,TRUE,2,TP1:134197; TP4:134198,134197,NA,NA,134198,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025738,3,1,1,TRUE,2,TP1:134309; TP2:134309; TP4:134307,134309,134309,NA,134307,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025778,3,1,1,TRUE,2,TP1:134524; TP2:134523; TP4:134524,134524,134523,NA,134524,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025907,2,1,1,TRUE,2,TP1:135235; TP4:135234,135235,NA,NA,135234,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025938,4,0.75,0.8875,TRUE,2,TP1:135396; TP2:135397; TP3:135397; TP4:135397,135396,135397,135397,135397,Timepoint-Coordinated
Porites evermanni,gene-Peve_00025999,3,1,1,TRUE,2,TP1:135612; TP3:135611; TP4:135612,135612,NA,135611,135612,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026037,2,1,1,TRUE,2,TP1:135709; TP4:135710,135709,NA,NA,135710,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026065,3,1,1,TRUE,2,TP1:135878; TP2:135879; TP4:135878,135878,135879,NA,135878,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026127,2,1,1,TRUE,2,TP1:136269; TP2:136270,136269,136270,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026134,3,1,1,TRUE,2,TP1:136281; TP3:136280; TP4:136281,136281,NA,136280,136281,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026177,4,0.75,0.875,TRUE,2,TP1:136529; TP2:136529; TP3:136529; TP4:136528,136529,136529,136529,136528,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026185,3,0.75,0.9166666666666666,TRUE,2,TP1:136551; TP3:136550; TP4:136551,136551,NA,136550,136551,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026432,4,1,1,TRUE,2,TP1:137776; TP2:137777; TP3:137777; TP4:137776,137776,137777,137777,137776,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026434,4,0.75,0.8125,TRUE,2,TP1:137779; TP2:137780; TP3:137780; TP4:137779,137779,137780,137780,137779,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026575,3,1,1,TRUE,2,TP2:138592; TP3:138591; TP4:138591,NA,138592,138591,138591,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026603,2,1,1,TRUE,2,TP2:138807; TP4:138806,NA,138807,NA,138806,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026647,4,1,1,TRUE,2,TP1:138933; TP2:138935; TP3:138933; TP4:138933,138933,138935,138933,138933,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026678,4,0.75,0.9375,TRUE,2,TP1:139025; TP2:139025; TP3:139026; TP4:139025,139025,139025,139026,139025,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026723,3,1,1,TRUE,2,TP1:139293; TP3:139292; TP4:139292,139293,NA,139292,139292,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026745,3,0.75,0.9166666666666666,TRUE,2,TP1:139410; TP2:139410; TP4:139409,139410,139410,NA,139409,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026766,3,1,1,TRUE,2,TP1:139518; TP2:139517; TP4:139518,139518,139517,NA,139518,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026816,3,1,1,TRUE,2,TP2:139660; TP3:139660; TP4:139661,NA,139660,139660,139661,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026870,3,1,1,TRUE,2,TP1:139907; TP2:139903; TP4:139907,139907,139903,NA,139907,Timepoint-Coordinated
Porites evermanni,gene-Peve_00026992,2,1,1,TRUE,2,TP1:140568; TP4:140569,140568,NA,NA,140569,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027042,2,1,1,TRUE,2,TP1:140918; TP4:140916,140918,NA,NA,140916,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027046,3,1,1,TRUE,3,TP1:140929; TP2:140923; TP3:140930,140929,140923,140930,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027106,3,1,1,TRUE,2,TP2:141399; TP3:141399; TP4:141400,NA,141399,141399,141400,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027139,3,1,1,TRUE,3,TP1:141439; TP2:141438; TP3:141437,141439,141438,141437,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027143,4,1,1,TRUE,2,TP1:141448; TP2:141448; TP3:141449; TP4:141448,141448,141448,141449,141448,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027144,2,1,1,TRUE,2,TP1:141455; TP2:141456,141455,141456,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027184,2,1,1,TRUE,2,TP2:141763; TP3:141762,NA,141763,141762,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027192,4,1,1,TRUE,3,TP1:141818; TP2:141817; TP3:141819; TP4:141817,141818,141817,141819,141817,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027235,2,1,1,TRUE,2,TP1:142081; TP4:142080,142081,NA,NA,142080,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027257,3,1,1,TRUE,3,TP1:142273; TP2:142268; TP4:142271,142273,142268,NA,142271,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027288,4,1,1,TRUE,2,TP1:142447; TP2:142448; TP3:142447; TP4:142448,142447,142448,142447,142448,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027293,2,1,1,TRUE,2,TP1:142466; TP2:142465,142466,142465,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027323,2,1,1,TRUE,2,TP3:142566; TP4:142567,NA,NA,142566,142567,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027352,2,1,1,TRUE,2,TP1:142728; TP4:142727,142728,NA,NA,142727,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027424,3,1,1,TRUE,2,TP1:143248; TP2:143249; TP4:143249,143248,143249,NA,143249,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027451,2,1,1,TRUE,2,TP2:143394; TP3:143393,NA,143394,143393,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027468,2,1,1,TRUE,2,TP3:143454; TP4:143455,NA,NA,143454,143455,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027501,2,1,1,TRUE,2,TP3:143636; TP4:143635,NA,NA,143636,143635,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027603,4,0.75,0.9375,TRUE,2,TP1:144292; TP2:144292; TP3:144291; TP4:144291,144292,144292,144291,144291,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027620,3,1,1,TRUE,2,TP2:144109; TP3:144110; TP4:144110,NA,144109,144110,144110,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027634,3,1,1,TRUE,2,TP2:144389; TP3:144389; TP4:144390,NA,144389,144389,144390,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027640,3,1,1,TRUE,2,TP1:144396; TP2:144396; TP3:144395,144396,144396,144395,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027643,3,1,1,TRUE,2,TP1:144404; TP2:144405; TP3:144404,144404,144405,144404,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027644,2,1,1,TRUE,2,TP1:144407; TP4:144406,144407,NA,NA,144406,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027647,4,1,1,TRUE,3,TP1:144354; TP2:144352; TP3:144354; TP4:144355,144354,144352,144354,144355,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027655,3,1,1,TRUE,2,TP2:144439; TP3:144439; TP4:144438,NA,144439,144439,144438,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027698,3,1,1,TRUE,3,TP1:144634; TP2:144635; TP4:144636,144634,144635,NA,144636,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027739,3,1,1,TRUE,2,TP1:144864; TP3:144863; TP4:144864,144864,NA,144863,144864,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027740,3,1,1,TRUE,3,TP1:144867; TP3:144868; TP4:144866,144867,NA,144868,144866,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027781,3,1,1,TRUE,2,TP1:145080; TP3:145081; TP4:145081,145080,NA,145081,145081,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027788,3,1,1,TRUE,2,TP1:145136; TP3:145135; TP4:145135,145136,NA,145135,145135,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027803,2,1,1,TRUE,2,TP3:145227; TP4:145228,NA,NA,145227,145228,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027836,2,1,1,TRUE,2,TP1:145498; TP3:145494,145498,NA,145494,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027878,3,1,1,TRUE,2,TP2:145675; TP3:145676; TP4:145675,NA,145675,145676,145675,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027902,3,1,1,TRUE,2,TP1:145715; TP2:145714; TP4:145715,145715,145714,NA,145715,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027909,4,1,1,TRUE,2,TP1:145738; TP2:145738; TP3:145733; TP4:145733,145738,145738,145733,145733,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027910,3,1,1,TRUE,2,TP2:145732; TP3:145733; TP4:145732,NA,145732,145733,145732,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027946,3,1,1,TRUE,2,TP1:145892; TP3:145892; TP4:145893,145892,NA,145892,145893,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027950,3,1,1,TRUE,3,TP1:145926; TP3:145924; TP4:145914,145926,NA,145924,145914,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027969,2,1,1,TRUE,2,TP1:146010; TP4:146009,146010,NA,NA,146009,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027970,2,1,1,TRUE,2,TP1:146000; TP4:146001,146000,NA,NA,146001,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027971,2,1,1,TRUE,2,TP2:146003; TP4:146005,NA,146003,NA,146005,Timepoint-Coordinated
Porites evermanni,gene-Peve_00027992,2,1,1,TRUE,2,TP1:146124; TP4:146123,146124,NA,NA,146123,Timepoint-Coordinated
Porites evermanni,gene-Peve_00028001,2,1,1,TRUE,2,TP2:146094; TP3:146095,NA,146094,146095,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00028089,3,1,1,TRUE,2,TP1:146730; TP2:146730; TP4:146729,146730,146730,NA,146729,Timepoint-Coordinated
Porites evermanni,gene-Peve_00028108,2,1,1,TRUE,2,TP2:146864; TP4:146862,NA,146864,NA,146862,Timepoint-Coordinated
Porites evermanni,gene-Peve_00028121,4,1,1,TRUE,2,TP1:146916; TP2:146916; TP3:146919; TP4:146916,146916,146916,146919,146916,Timepoint-Coordinated
