gene_id,regulation,is_biomin
Pocillopora_meandrina_HIv1___TS.g16142.t1,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g6561.t1b,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g3991.t1a,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g20982.t1b,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g10737.t1,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g17255.t1,Both,False
Pocillopora_meandrina_HIv1___TS.g9245.t1,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g13567.t1,Both,False
Pocillopora_meandrina_HIv1___RNAseq.g17956.t1,Both,False
Pocillopora_meandrina_HIv1___TS.g25186.t1,Both,False
Pocillopora_meandrina_HIv1___TS.g28916.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g26203.t1b,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7515.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8155.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g18727.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g18381.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g2975.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g18630.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11921.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g3159.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g3121.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g27162.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g2208.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g26127.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g20883.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7639.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g13457.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g21219.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g13716.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1861.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7681.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7490.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10637.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12838.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6880.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g4029.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24062.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10763.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g15072.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g21975.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26578.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g27335.t1b,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12764.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12561.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26261.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11837.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8121.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g25592.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7085.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1407.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g29423.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19928.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g23747.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12330.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8914.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24414.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g462.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g4121.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g27620.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11966.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g4733.t1b,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12369.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g20304.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g18463.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12133.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17259.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29954.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g22248.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g25483.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g13824.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g22765.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6607.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g11922.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g18991.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g21222.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.16757_t,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10951.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19887.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g15968.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g22439.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26486.t1b,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g28414.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11683.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11861.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g21207.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g12261.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11803.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17318.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14427.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g3217.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29714.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g21883.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g16479.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19261.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g23608.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14206.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g3829.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7766.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g18283.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12154.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g28502.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g15639.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8612.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24740.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g28491.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g29962.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g5109.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.22127_t,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g615.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g13876.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7966.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29317.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17310.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11707.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g27239.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12848.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10593.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24442.t1,lncRNA_only,True
Pocillopora_meandrina_HIv1___RNAseq.g1392.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g9068.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19005.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7256.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17969.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14401.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29559.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g20213.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7448.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g30138.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g25628.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26288.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g18594.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g16835.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7360.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6305.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11782.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g23380.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g15101.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14145.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g10111.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6992.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12339.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g22626.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g3036.t3,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g11444.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g5800.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g29132.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g16759.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14978.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19011.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11897.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17787.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26759.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24291.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1904.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g4967.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12901.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g22361.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g554.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g4465.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12940.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g11943.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6262.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g9581.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24339.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.29948_t,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g5238.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1309.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g15770.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6611.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8213.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g23686.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.2246_t,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g18856.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12687.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11769.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g14706.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g17054.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g22098.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26780.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29301.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g27818.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29437.t2a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19162.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26044.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g16126.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29792.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g2233.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g13111.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.18822_t,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g26526.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19907.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g15849.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g19031.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g3464.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g7968.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17244.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17431.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29909.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g28345.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g21702.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g3603.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17089.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7092.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8223.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1879.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8631.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1637.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g20446.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g16312.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g10869.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g29160.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g15966.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g23323.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g2149.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g5377.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g27570.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g1413.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g12038.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11448.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7141.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g6837.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g4186.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g13586.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g20932.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g3923.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11257.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g30368.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.14712_t,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g25721.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14770.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g4960.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g9798.t1a,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10185.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g2639.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g23847.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g23749.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g24342.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g8672.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g2605.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14695.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g14337.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g7624.t1,lncRNA_only,True
Pocillopora_meandrina_HIv1___RNAseq.g29149.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g24222.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10099.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g5135.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___TS.g19950.t1,lncRNA_only,True
Pocillopora_meandrina_HIv1___RNAseq.g5300.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g10608.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g11773.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g18593.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g28692.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g16745.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g28467.t1,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g17203.t2,lncRNA_only,False
Pocillopora_meandrina_HIv1___RNAseq.g14163.t1,lncRNA_only,False
